text,percent
"Este no deja de ser un tipo mediocre cínico necrofilo, merece la indiferencia pero eso si ser juzgado x crímenes de lesa humanidad! Miles de inocentes murieron en su guerra fallida!",0.775
" Chamo, tu sí eres mojonero!",0.925
"No pues el arrastrado, es arrastrado",0.95
 Que habrá echo ese pobre guevon,0.875
Les voy a decir una cosa... LA VIDA ESTA TAN CABROONAAA y nosotros dejamos ir tantos momentoos cabrones por pendejooooooass!! VAMOS A VIVIIRRRR,0.425
"Periodistas ingresaron al Hospital Universitario de Caracas: ""trabajan sin luz debido a la falta de bombillos en el centro de salud, además indicaron que los ascensores permanecen dañados. ""El olor a orine, moscas es algo con lo que conviven pacientes, familiares y trabajadores"". ",0.075
Vieja de mierda ..odio..odio ..y más odio .. ,0.95
Jajaja díganme que es mentira. Porque es lo más estúpido que he visto ,0.575
"Mañana tengo colegio
No quiero ir",0.15
"Eso lo sabemos, pero si su uso y consumo en el país es tan recreativo, por lo que se hace adictivo e incontrolable, para q seguirla prohibiendo, si la corte legalizó su consumo y su expendio está prohibido, siempre habrá quien la venda y lo peor como pasa ahora sin control.",0.1
" Gracias, es estupido seguir usándolo",0.4
 Quien es ese desgraciado? Avisame y lo hacemo caga hna xd,0.95
 : Coño! Para el menor no hay atenuantes por confesión y para un mayor de edad si. ,0.275
"La cerveza es más interesante que la inmensa mayoría de la gente, y está más fresquita y buena.",0.075
" : En los últimos meses, se habrán podido dar cuenta, que quién realmente tiene en la mierda a Guatemala es la élite económic…",0.55
Que mas podia esperarse de un BURRO COBARDE ,0.95
"Por sexto año consecutivo Bolivia será campeón latinoamericano de Economía, asegura García Linera ",0.075
"Te odio con todo mi corazon cecilia, hdpt",0.875
      Propongan una ley q obligue a empresas… ,0
 dios te bendiga la paciencia por escucharte semejante coñazo aunque sea pa dormir!!!,0.575
"La persona que se aísla y no trabaja en armonía, o que trabajo solo pensando en su bienestar personal a expensas del bienestar con el cuerpo, no está cometiendo un pecado pequeño.",0.2
"estamos claros en que la gran mayoría de chicos no termina la universidad antes de los 21 años? Entonces por qué la edad límite para recibir pensiones alimenticias es 21 años? Ajustar la norma a la realidad, es epistemológicamente correcto.",0.075
Nvidia culpara al Fornite por no exigir mejores procesadores gráficos,0
Jajajajajaja y no que era en 2018 que mojonero ,0.95
  Mierda pa lesbiana que se nos estan acabando las mujeres ,0.95
 Estos son los tres posibles destinos de la raza humana según la ciencia (y todos son desalentadores) #Futuro ,0.05
  Es gilipollas y un malnacido.,0.95
Es la prueba de fuego de la Ramera Justicia Chilena!!! ,0.7
Dios mio las ganas que tengo de comentar en tu foto un MI AMOR LO QUE SOS BEBÉ TE AMO!!! pero soy una chica de casa respetable,0.075
 yo le daba todos los premios y balones de oro hasta que se retire por no escuchar ya el coñazo que dan sus palmeros,0.575
Está llena de traquetos y corruptos miserables como tu familia por eso la guerra no acabara hasta que usted Y su malvado padre se desmovilicen y dejen a éste país en paz. Ladrón miserable.,0.475
"Y ahí van, como el cretino payaso arrastrado de , como , haciendo ""carrera política"" muy cómodos desde un celular, trinando con desparpajo y cinismo para convencer idiotas.",0.7
esta mujer no conoce los límites de la belleza ,0.075
"Despertar antes de que suene la alarma es mi superpoder; uno muy pendejo, por cierto.",0.5
Orgullo carajo Orgullo peruano  Campeon en chile,0.2
"Mi abuela me dijo mira que cacho de araña, debe ser uns araña pollito
Yo: ",0
"tirar asi de rico en la ducha con una puta, lo quiero ya",0.925
"Ayer en la noche fui al cine  a ver Réplica, aunque la película me pareció buena, habían ciertas cosas que me tenían perturbado y no eran de la película.",0.125
"las noticias hoy: ataron y violaron por dos días a una abuelita, una nena de siete años fue apuñalada después de un intento de violación y a Agustina su femicida LA ASESINÓ para después suicidarse. Esto es ser mujer, todos los días.",0.075
"Me acaban de contar una anécdota. Subieron a una niña de 10 años a un taxi para hacer un recorrido en línea recta de 8,9 km (según google maps). La niña llegó en más de una hora y la tarifa fue de 85mil gs. Luego comentó �uque tonto el señor, pasamos 3 veces por el mismo lugar”",0.025
"Es el 'Born to lose', aun ganando. Viejo desgraciado y mentiroso    Hugo Chávez ",0.6
"Eres una basura de ser humano. Pajillero. Como no eres capaz de alcanzar a las personas que deseas, intentas que los demás se sientan mal. Eres un mierda, un relleno de la sociedad molesto e inservible. Tu existencia no vale para nada. No aportas nada. Solo vergüenza.",0.95
PLANCHA DE VIAJE ¡La necesitas en tu vida! por  ,0.025
"La hermana María Luisa Piraquive, llevó a cabo un Estudio Bíblico en Lima, Perú, junto a aproximadamente 3000 hermanos, glorificando a Dios con la lectura del Salmo 50. La reunión se realizó en el Centro de Convenciones de Lima el 13 de enero de 2019.",0.05
" Yo si!!, pero de la cara de guevon que tiene y de ...., bueno una mierda mas que botar, ni los perros realengos joden tanto.",0.7
"a los profesores e investigadores en el Día de la . Estamos seguros que, como dijera ",0.075
"Soy de Jujuy. Esto (lo de los piletines y hasta baños y ollas populares en pleno centro) es lo que hizo Mili en la plaza Belgrano, frente casa de gob enseguida de asumir Morales. Estuvo casi un mes. Ni se podía pasar por allí.  Fue una tortura.",0.025
"Nunca dudas de vos misma. Déjate llevar por tu arte, por tu voz y tu música sin darle importancia a lo que opinen los de mas sobre ello, porque cuando uno hace lo que ama no necesita a nadie mas que a uno mismo para ser alguien  grandioso y con un brillo único",0.025
Menos mal qué son pocos estos guevones,0.925
Es que si somos mas guevones  nos morimos ,0.875
Armani ataja en un Amistoso como si estuviese atajando en una final de Libertadores en el Bernabéu.,0
"La verdad es que cuando los Gringos quieren hacer algo lo hacen así este Rusia donde este, sino vean a Siria , cuando los gringos tiraron 60 y después como mas de 100 misiles a Sitia y estando los Rusos allí. Avión que estén allí los Rusos.",0.125
"#BIN El que se acuesta con ""infantes"", decía mi abuela africana, amanece cagado... Así razonan ellos, ""to' cagados""... ",0.7
"bueno me largué a llorar, desgraciado te odio, ojala te mueras en el infierno por hacerme esto",0.875
"  Tiene el beneficio de la duda, pero siendo capitán está en condiciones de mandarlos a la mierda, creo.",0.625
"Arroyo Culebro prometiendo la construcción del Centro de Salud en nuestro barrio, ahora además quieren recortar el servicio en el Centro donde acudimos. Acordaros cuando votéis en las próximas elecciones...",0
"El texto clásico de Jean Genet, ""Las Criadas"", regresó a los escenarios meridanos, en una puesta bajo la producción y dirección de Wendy Cruz con dos funciones en el Teatro Daniel Ayala.",0.05
El diario El País nos ha pedido a varios escritores latinoamericanos nuestra palabra nacional favorita. El resultado es un diccionario de joyas ocultas del idioma. ,0.025
Sigo sin creer q por un viaje de mierda haya cagado un año en serio no puedo creerlo ,0.95
no me crece ni el culo ni las tetas lo unico q me crecen son los problemas ahre,0
"El Sistema Multipropósito Chone permite controlar el cauce del Río Grande, protege de inundaciones y dota de agua para riego y consumo humano a varios sectores del cantón Chone. Conoce más de nuestro sistema en",0
"No, los sueldos los pone el mercado por la competencia, habiendo poco paro (es decir, que todo el mundo tiene trabajo) y yo como empresa necesito trabajadores, el salario que me impone pagar el mercado es mayor puesto que necesito atraer a trabajadores de otras empresas",0
" Entonces el marrón tambien es color piel, verdad?",0.05
jalabolas profesional y veterana de Maria CorinaYA brincara como lo que es: una loba aduladora herida y acomplejada porque ahora si va a quedar en evidencia con Delsa en el ruedo que MCM no es más que una habladora de guevonadas.,0.95
"yo creo que las que pierden el interes nunca fueron fans, solo simples oyentes que se creian FANS desesperados por pertenecer a algun grupo social o por simple moda. esa clase de personas no pueden tener exito en la vida por que no tienen estabilidad en sus decisiones",0.3
El más pendejo de todos ‍�e ,0.9
¡Es lo más divertido e irónico! No te acomplejes por no tener su imaginación... ¡no lo leas y ya!,0
"Mamá, escribo esto para hacerte saber que yo jamás me iría sin avisar, jamás apagaría el teléfono para evitar que me llames, jamás me iría de ti dejándote con el corazón roto. Mamá si ya no vuelvo, no les creas.",0.2
En nombre de esa Loca yo me prendo un blont,0.7
" Este muchacho esta profundamente enfermo, no les parece que es demasiado sadico??' ",0.7
  Jajajaja yo te quiero muchísimo... te veo hoy desgraciado.,0.375
"""Nunca te des por vencido en un sueño sólo por el tiempo que tomará para lograrlo. 
El tiempo pasará de todos modos.""",0.075
"Uno de los que contribuyeron al prestigio cultural del idioma ESPAÑOL, fue el CATALÁN Boscán, desde 1526. ",0
Se agradece el buen cine de terror! Y si es mexicano ... muuucho mejor. Apoyemos cine mexicano,0.025
"El año 2019 seguirá siendo la misma GUEVONA en VENEZUELA,  mientras sigamos siendo unos guevones, dejándonos gobernar por estos chavistas hijos de puta",1
"Sigo sin entender por qué lo malo, lo gafo y lo estúpido sí puede hacerse viral.",0.525
 Este Se volvió un Viejito Sinvergüenza y Mojonero... En medio de todo es un Colaboracionista!,0.7
"Alguien puede estudiar desde la computadora? Yo necesito el papel para subrayarlo, hacer anotaciones, arrugarlo, doblarlo, llorar sobre él mientras pienso para que mierda me meto en este tipo de cosas.",0.075
  Si esta feo ese desgraciado,0.675
 Si sería muy lindo que s.bonnie le dijera maestro por lo me nos en sus pensamientos  ,0.025
"  Ah! mojonero, eso solo pasaría en un psiquiátrico.",0.825
"Que ardan las redes!! No tengo palabras para expresar el dolor que me genera leer todo lo que pasaron las pibas, pero al mismo tiempo orgullo por su empoderamiento y coraje, somos fuertes y lo vamos a tirar a la mierda",0.525
      Ah pero qué necio,0.1
Que paja sentirse un estorbo,0.5
 Awwww yo adoraba esa comiquita  aún conservo un cuento!,0
 Reactivar operación?  Nojoda chico!  Anda a que te coja un burro! #TicTacTicTac,0.775
 Este tonto ...cada vez que habla .. sube el pan ...no se puede ser más patán,0.525
no mames ya estoy en pijama como que �uvamos a salir” pendejo?,0.525
"Que feo estar en la vía pública y sentirte tan mal por un idiota, degenerado, pervertido; sólo se que todo vuelve.",0.6
"Puede ser también que hagan ésto para que la homosexualidad no sea tan tabú en asia ya que es un tema muy cerrado y no lo aceptan casi. Ya que si se fijan a todos los chicos del kpop los tratan de ""chinos gays"".",0.65
mbecil violador mientras yo veia feliz patito feo vos violabas a thelma sos un estupido cagaste la infancia de miles de jovenes y la adolescencia de thelma fardin sos un enfermo mental preso tenes que estar te odio VIOLADOR,0.625
"MENDOZA| Asesinaron y quemaron a una mujer en Guaymallén. Unos vecinxs del barrio Alameda dieron aviso a la Policia. Y según algunxs, si no hay un ensañamiento contra las mujeres ¿Porqué despertamos todos los dias con la noticia de una muerta más? Angustiante. Paren de matarnos.",0.075
Como el genio creativo que soy no voy a permitir estas faltas de respeto. No tengo problemas en asegurar que desde mi primera serie seré conocido como el nuevo niño terrible de la cinematografía mundial,0.175
"Tengo una sensación extraña de que estos tres días me tengo que comportar bien y que tengo estar guapa. En la mañana me vestí bien, hasta me planché el cabello. Están a 3291.8 km lejos de mi, pero aún así siento que me pueden ver jiji ",0.075
Ver la cara de la gente mientras se maquilla o se hacen selfies es muy divertido,0.075
" Ni idea que recomendarles para el dolor de culo, pero hagan algo porque el dolor los está haciendo desvariar",0.95
"Por si no había quedado lo suficientemente claro. Las asociaciones �ufeministas” del PSOE sólo están haciendo el trabajo para el que han sido diseñadas e hiperventiladas con dinero público. La mujer como instrumento para alcanzar, perpetuar o tratar de subvertir el poder. ",0.3
 jajajajajajjaajja muchos culicagados guevones jajajaja,0.95
"Hay que cambiar esta sociedad de mierda,juntando fuerzas y mas unidas que nunca para que ya no pasen mas estas cosas y aprendan de una vez a valorarnos  Salvarnos unas a las otras y que siga la lucha!",0.575
 TRIMARDITO VENDISTE EL ALMA AL DIABLO PERO ESTA VIDA ES COA CUANDO PARTAS DE ESTE MUNDO TERRENAL,0.875
 Esta guevon,0.925
"   Ceguera selectiva...o ciegotesticulitis, ven pero se hacen los guevones.",0.425
